User ID,name,Gender,Age,EstimatedSalary,Purchased
10175,Charles Rivera,Female,59,10238,1
10176,Steve Foster,Male,21,61501,1
10177,Andrew Nielsen,Female,26,115120,0
10178,Chad Walker,Male,36,54820,1
10179,Patricia Morgan,Female,58,126299,0
10180,Jesse Smith,Male,29,110447,0
10181,Jacqueline Lamb,Female,28,99381,1
10182,Richard Miller,Female,42,149816,0
10183,Christine Byrd,Female,26,147454,0
10184,Laura Miles,Male,23,83087,1
10185,Corey Hebert,Male,23,92288,1
10186,Aaron Wallace,Female,26,105572,0
10187,Andre Williams,Female,45,108543,0
10188,Michael Lewis,Female,24,110991,0
10189,Kendra Sweeney,Female,38,126951,0
10190,Patricia Garcia,Female,31,114977,-1
10191,Tracey Cook,Male,57,63482,-1
10192,Penny White,Male,20,44972,1
10193,Ivan Phillips,Male,45,107249,1
10194,Andrew Bullock,Male,26,47730,1
10195,Christopher Brooks,Female,23,24638,0
10196,Kristin Gordon,Male,58,67060,1
10197,Devin Foster,Male,50,101922,0
10198,Kimberly Martin,Female,20,148690,1
10199,Jennifer Randall,Male,58,118949,1
10200,Carolyn Robinson,Female,24,134330,0
10201,Todd Williams,Male,49,98629,0
10202,Dustin Reyes DDS,Male,32,39063,1
10203,Susan Hoffman,Male,25,9159,0
10204,Wanda Jackson,Female,42,28288,1
10205,John Watson,Male,58,142315,1
10206,Donald Taylor,Female,50,64119,0
10207,Jessica Lawrence,Female,38,47480,1
10208,Sarah Johnson,Male,36,126557,0
10209,Lee Moore,Female,44,80199,1
10210,Joseph Daniels,Male,26,63385,0
10211,Ricky Warren,Female,31,62809,1
10212,Zachary Sims,Male,51,65814,1
10213,Robert Brown,Male,26,19815,0
10214,Madison Short,Female,53,56858,1
10215,Abigail Carter,Male,29,101803,0
10216,Andrew Torres,Female,55,141969,-1
10217,Timothy Hester,Female,38,77598,1
10218,Robert Smith,Female,35,44071,1
10219,Kristopher Mcdaniel,Female,20,144488,0
10220,Megan Lane,Male,53,24743,1
10221,Joseph Hendricks,Male,41,81481,1
10222,Dr. Veronica Lawson,Female,47,148485,1
10223,George Velez,Male,30,129525,0
10224,Jenna Dunlap,Female,56,59629,1
10225,Jennifer Hill,Female,54,145953,0
10226,Ruth Lewis,Male,24,15395,0
10227,Nicole Smith,Male,59,57751,0
10228,Lori Baker,Female,59,70608,0
10229,Cory Cox,Female,44,141038,0
10230,Amber Williams,Male,32,68756,0
10231,Phyllis Montoya,Female,35,100545,1
10232,Adam Marquez,Female,20,45911,0
10233,Ian Maxwell,Male,36,68879,0
10234,Elizabeth Reeves,Male,37,61193,1
10235,Kathleen Dunn,Female,50,21550,1
10236,William Brown,Male,47,124504,0
10237,Angela Gonzalez,Male,23,126534,0
10238,Maria Dixon,Female,22,94737,0
10239,Jimmy Dawson,Female,54,63678,0
10240,Charles Jackson,Female,55,75593,1
10241,Sarah Kelly,Male,54,144021,0
10242,Judith Long,Male,48,111393,1
10243,Alexandra Williamson,Male,30,41721,1
10244,Tanner Parker,Female,34,65356,0
10245,Linda Fletcher,Female,48,82577,-1
10246,Joseph Wright,Female,59,110497,0
10247,Matthew Silva,Female,30,73708,0
10248,Tiffany Mcbride,Female,43,106485,0
10249,Bradley Lindsey,Male,53,93318,1
10250,Caitlin Phillips,Female,55,102782,0
10251,Natasha Brown,Female,54,105510,1
10252,Kyle Phillips,Female,53,40315,1
10253,Jodi Armstrong,Female,44,127042,1
10254,John Rodriguez,Male,56,42258,1
10255,Kelly Ruiz,Female,26,16871,1
10256,Ashley Tran,Female,37,96145,1
10257,Brendan Rogers,Male,41,108061,1
10258,Timothy Lane,Male,36,28566,-1
10259,David Valencia,Female,41,136395,1
10260,Felicia Morgan,Male,42,62471,1
10261,Lisa Butler,Male,28,15119,0
10262,Martin Koch,Female,44,88452,1
10263,Nicholas Whitney,Male,46,19670,0
10264,Rebecca Brock,Male,43,28526,1
10265,Melvin Hill,Male,39,112520,0
10266,Manuel Young,Female,45,78318,1
10267,Ashley Garcia,Female,55,21875,1
10268,Andrew Simpson,Female,42,75925,1
10269,Peter West,Male,36,53266,1
10270,Randy Romero,Male,36,67267,1
10271,Rebecca Figueroa,Female,56,41652,0
10272,Duane Smith,Female,29,74178,0
10273,Caleb Cain,Male,52,24127,1
10274,James Stevens III,Male,59,30209,0
10275,Ashlee Gutierrez,Female,48,134664,1
10276,Kenneth Turner,Female,59,91770,0
10277,Melissa Graham,Male,37,143201,1
10278,Catherine Miller,Female,28,47888,0
10279,William Shea,Male,34,74218,1
10280,Brandi Martin,Male,49,108251,1
10281,Kevin Evans,Male,32,87818,0
10282,Heather Moore,Female,49,25273,1
10283,Natalie Berry,Male,24,68850,0
10284,Dana Morgan,Male,20,138821,1
10285,Candace Lowe,Male,39,27217,0
10286,Mr. Kenneth Martin,Male,45,54422,0
10287,Austin Mccarthy,Male,42,60064,0
10288,Stephanie Ray,Female,21,123505,0
10289,Jennifer Collins,Male,56,96048,0
10290,Amanda Sullivan,Male,20,113258,-1
10291,Brett White,Male,33,39562,-1
10292,Christy Cabrera,Female,30,92788,0
10293,Christine Rose,Female,31,110124,-1
10294,Hailey Adams,Female,45,101605,0
10295,Christopher Hernandez,Female,59,65966,0
10296,Natasha Lane,Male,53,44098,0
10297,Robert Carpenter,Female,27,109110,1
10298,Jill Doyle,Female,50,35901,1
10299,Brittany Allen,Female,57,143772,0
10300,Laura Payne,Female,35,93015,1
10301,Michelle Hill,Female,34,133109,1
10302,Amy Taylor,Female,37,29439,0
10303,Jeremy Freeman,Male,36,63054,1
10304,Emily Cherry DVM,Male,41,96248,1
10305,Michael Davila,Female,25,92446,0
10306,Bryan Cole,Male,22,45495,0
10307,Lisa Jarvis,Male,46,110657,1
10308,James Smith,Male,45,26783,-1
10309,Jackie Douglas,Female,25,11215,1
10310,Cheryl Snow,Female,42,111046,1
10311,Douglas Snyder,Female,47,19645,1
10312,Madeline Adams,Female,28,91782,1
10313,Gordon Hayes,Female,28,56409,0
10314,Jonathan Harris,Female,52,51194,-1
10315,Tasha Robles,Male,38,128837,1
10316,Roberta Martin,Male,34,104248,0
10317,Patricia Morales,Female,32,123141,1
10318,Cheyenne Bradford,Female,49,82787,0
10319,Anita Miller,Female,22,82299,1
10320,Daniel Fields,Male,57,86846,1
10321,Tara Burke,Male,32,87095,0
10322,Angela Hoffman,Female,28,148512,0
10323,Sophia Cherry,Male,28,69107,1
10324,Loretta Vang,Female,29,30362,1
10325,Austin Chan,Female,33,11065,1
10326,Sean Malone,Female,48,123532,1
10327,Javier Montgomery,Female,45,119477,0
10328,Seth Thompson,Female,53,96831,1
10329,Kathleen Dillon,Male,23,121923,0
10330,Sharon Goodwin,Female,42,83690,1
10331,Andrew Delacruz,Female,55,137796,1
10332,Nathan Hodge,Male,27,94214,0
10333,Megan Torres,Male,20,64016,1
10334,Christine Green,Female,21,83673,1
10335,Jeff Davis,Female,21,91965,0
10336,Sherri Bauer,Female,50,104027,1
10337,Jennifer Smith,Male,24,75739,0
10338,Derek Brock,Female,46,52332,1
10339,Charles Saunders,Male,41,139665,1
10340,Katherine Smith,Female,44,77829,1
10341,James Vincent,Female,21,132166,0
10342,Lisa Moore,Female,52,118584,1
10343,Melanie Ramirez,Female,59,126581,0
10344,Paul Taylor,Male,26,105692,1
10345,Kelly Alexander,Male,58,107374,1
10346,Sharon Johnson,Male,39,71927,1
10347,Jeffrey Taylor,Male,54,39053,-1
10348,Kayla Dyer,Male,40,144195,0
10349,Rebecca Reyes,Female,35,71304,1
10350,Robert King,Male,30,100965,0
10351,Lucas James,Female,34,117513,0
10352,Robert Mann,Male,21,68438,0
10353,Tara Howard,Female,49,123804,0
10354,James Smith,Male,58,56330,0
10355,Samuel Fletcher,Male,54,101095,0
10356,David Ramirez,Male,59,149272,1
10357,Tracey Liu,Female,30,105806,0
10358,Daniel West,Male,25,25594,0
10359,Marilyn Pugh,Male,46,41271,0
10360,Sarah Young,Female,22,42527,1
10361,Emily Baker,Female,38,56910,0
10362,Peter Harvey,Female,26,86735,0
10363,Caleb Hall,Male,46,85968,1
10364,Matthew Stone,Male,48,78647,0
10365,Fernando Lewis,Male,24,87204,1
10366,Alyssa Hernandez,Male,33,10684,1
10367,Thomas Freeman,Male,59,86304,0
10368,Terri Smith,Male,25,11166,1
10369,Sandra Rogers,Female,22,145394,0
10370,Nicholas Vaughn,Female,36,44118,1
10371,Robert Taylor,Male,48,56471,1
10372,Robert Bush,Female,33,35561,0
10373,Richard Downs,Male,39,88673,1
10374,Kelly Craig,Male,22,59996,1
10375,Rebecca Phillips,Female,56,107883,1
10376,Nicole Johnson,Female,32,78866,0
10377,Kelly Oliver,Male,22,28743,0
10378,Lori Jackson,Female,44,104476,0
10379,Kaitlyn May,Male,23,32625,1
10380,Jennifer Acosta,Male,59,104217,0
10381,Christina Soto,Female,20,134909,-1
10382,Alec Bentley,Male,44,78228,1
10383,Kimberly Thompson,Female,38,37711,0
10384,Autumn Glenn,Female,38,146701,1
10385,Katherine Copeland,Male,47,114273,1
10386,Joanna Fields,Female,30,131147,0
10387,Glen Ritter,Female,53,92445,1
10388,Shawn Hansen,Female,44,74709,0
10389,Mitchell Smith,Female,49,9123,1
10390,Corey Taylor,Male,27,132528,1
10391,William Campos,Male,42,139978,1
10392,Wendy White,Female,30,110754,1
10393,Corey Nguyen,Female,26,9278,1
10394,Jasmine Evans,Female,48,37435,1
10395,Juan Robbins,Male,37,64601,0
10396,Dave Murphy,Male,24,60588,1
10397,Christopher Gray,Female,48,77206,0
10398,Jennifer Leach,Female,57,33581,1
10399,Selena Christensen,Female,23,135296,1
10400,Daniel Alexander,Male,23,40658,1
10401,Ruth Bennett,Female,54,57745,0
10402,Kent Downs,Male,49,25705,0
10403,Timothy Beard,Female,34,47350,0
10404,Shawn Harris,Female,49,62035,0
10405,Samantha Davis,Female,41,12072,1
10406,Kaitlin Green,Male,29,133460,1
10407,Brandy Mahoney,Female,27,17961,0
10408,Suzanne Mercado,Female,28,135348,0
10409,Joseph Obrien,Female,46,20402,0
10410,Jason Garrett,Male,28,42308,1
10411,Matthew Nelson,Male,52,106379,0
10412,Tina Barnes,Male,53,36603,1
10413,Sandra Velasquez,Male,45,71663,0
10414,Christopher Potts,Female,45,111514,0
10415,Kelsey White,Female,25,108908,0
10416,Traci Guerrero,Female,33,100497,0
10417,Joseph Parker,Male,43,8175,1
10418,Amy Young,Female,34,85908,-1
10419,Robert Khan,Male,28,68460,-1
10420,Jessica Gordon,Female,35,49685,1
10421,Emily Winters,Female,50,84538,1
10422,Matthew Bennett,Male,28,125945,1
10423,Laura Kelly,Female,50,20478,0
10424,Mrs. Jessica Bartlett PhD,Female,45,77551,0
10425,Roger Lee,Female,55,38306,0
10426,Lawrence Hammond,Male,20,107990,0
10427,Brad Beck,Female,59,18344,1
10428,William Montgomery,Male,46,13661,1
10429,Angela Crawford,Female,37,68292,0
10430,Patrick Rogers,Female,53,120361,0
10431,Vincent Mcdowell,Female,46,144712,0
10432,Tyler Norris,Male,45,40736,0
10433,Mark Bradley,Female,56,123008,1
10434,Jessica Steele,Female,59,80332,1
10435,John Shepherd,Female,38,104228,0
10436,Dennis Fuentes,Male,32,83847,0
10437,Jonathan Grimes Jr.,Female,36,40943,1
10438,Jason Campbell,Male,44,111663,0
10439,Randall Perry,Female,43,33493,0
10440,Crystal Tate,Male,57,83492,0
10441,Jean Clarke,Male,48,18742,0
10442,Michelle Contreras,Female,36,89793,1
10443,Robert Graham,Male,54,111489,1
10444,Jeanette Austin,Female,23,136148,0
10445,Rhonda Hickman,Female,35,73482,0
10446,Leslie Calderon,Female,52,26460,0
10447,Adrian Diaz,Female,56,117587,0
10448,William Medina,Female,28,102455,0
10449,Tyler Williams,Male,23,63416,1
10450,Jose Hancock,Female,23,115726,0
10451,Nathan Ford,Male,36,101323,1
10452,Steven Smith,Male,36,102817,1
10453,Katherine Barajas,Female,51,119451,0
10454,Amber Mccarthy,Male,42,44838,0
10455,Christina Sanchez,Female,28,101498,0
10456,Rebecca White,Female,20,66627,0
10457,Wendy Paul,Female,33,141503,0
10458,Michelle Gonzalez,Male,31,66851,1
10459,James Anderson,Male,22,17274,0
10460,Mark Schmidt,Male,31,21104,0
10461,Emily Terry,Female,42,109217,0
10462,Joseph Delgado,Female,24,94287,1
10463,Christine Thomas,Male,58,82563,0
10464,Shannon Golden,Male,29,79455,1
10465,David Smith,Male,20,92014,1
10466,Ray Contreras,Male,53,112958,1
10467,Erica Sherman,Male,23,66492,0
10468,Shari Grimes,Female,31,48518,1
10469,Suzanne Short,Male,49,9787,0
10470,Ryan Diaz,Female,23,79459,0
10471,Kyle Gutierrez,Female,25,79855,-1
10472,Linda Alexander,Female,43,53995,1
10473,Daniel Shields,Female,36,70708,0
10474,Claudia Dillon,Female,48,128599,1
10475,Mark Dudley,Male,20,56012,1
10476,Rachel Hammond,Male,57,102607,1
10477,Robin Coleman,Female,58,79013,0
10478,Timothy Mccoy,Male,33,65444,0
10479,Joseph Barnett,Female,38,125675,1
10480,Nicholas Parsons,Female,52,10888,0
10481,Keith Delgado,Female,52,72041,0
10482,Jessica Smith,Male,36,53199,1
10483,Arthur Rubio,Female,38,78814,1
10484,William Williams,Male,32,102994,0
10485,Alejandro Cooper,Male,21,117606,1
10486,David Ibarra,Female,50,67280,0
10487,Jonathan Flores,Male,32,137521,1
10488,Deborah Sanders,Female,42,81509,0
10489,Colleen Mueller,Male,28,31240,1
10490,Sandra Smith,Female,57,117546,1
10491,Mark Wilson,Male,48,42470,1
10492,Ms. Wendy Jones,Female,44,108780,0
10493,Patricia Terrell,Female,20,131913,0
10494,Alexander Simmons,Male,41,90607,0
10495,Vincent Coleman,Male,51,101267,0
10496,Martha Park,Female,56,80717,0
10497,Michele Knight,Male,26,141529,0
10498,David Wu,Male,31,72208,1
10499,Michelle Porter,Female,46,52273,1
10500,Jesse Hickman,Male,55,9350,1
10501,Taylor Hampton,Male,55,11028,0
10502,Dr. Steven Smith,Male,24,90949,0
10503,Paul Jordan,Male,56,74519,1
10504,Larry Dougherty,Female,35,43071,0
10505,Kimberly Young,Female,51,60483,1
10506,Melinda Davis,Male,38,89718,1
10507,Sarah Crawford,Female,22,25294,1
10508,Kathy Bishop,Female,27,73338,1
10509,Joyce Love,Female,28,29253,0
10510,Mr. John Brennan DDS,Male,38,88419,0
10511,Shannon Mendez,Male,54,36264,1
10512,Nathan Johnson,Female,46,68084,1
10513,Cody Farley,Female,34,75043,1
10514,Mrs. Erica Chen,Female,24,73532,-1
10515,Maria Sandoval,Male,50,94297,0
10516,Alexander Gonzalez,Female,39,136681,0
10517,Jessica Moody,Male,57,67787,0
10518,Robert Smith,Female,46,78609,0
10519,Matthew Herrera,Male,45,30440,-1
10520,Kristopher Valdez,Female,25,83658,0
10521,Joseph Johnson,Female,49,99905,1
10522,Amy Bautista,Male,31,29555,1
10523,David Boyd,Male,32,108898,0
10524,Brianna Juarez,Male,43,12289,0
10525,Kevin Lopez MD,Male,26,121804,1
10526,Thomas Young,Male,24,62510,-1
10527,Joel Ward,Female,25,93277,1
10528,Robert Anderson,Female,24,118447,0
10529,Gabrielle Allen,Male,26,60235,0
10530,Renee Jones,Male,49,142649,1
10531,Benjamin Santiago,Female,42,57710,1
10532,Melissa Elliott,Male,54,120214,0
10533,Erin Joyce,Male,44,60819,1
10534,Kathleen Price,Female,47,69694,0
10535,Amy Lewis,Female,42,49808,1
10536,Eric Jones,Male,41,40386,0
10537,Sherri Smith,Female,41,49291,0
10538,Ashley Lester,Female,43,123825,0
10539,Lindsey Rogers,Male,32,59659,0
10540,Robin Andrews,Female,37,129744,1
10541,Cory Rangel,Female,28,119478,1
10542,Richard Rush,Female,47,119989,1
10543,Paul Bishop,Male,56,13694,1
10544,Monica Matthews,Female,58,116438,1
10545,Malik Butler,Female,35,65373,0
10546,Jennifer Rodgers,Female,31,24046,0
10547,Mary Robinson,Female,38,73516,1
10548,Catherine Smith,Female,27,143142,1
10549,Lori Howard,Female,35,33224,-1
10550,Jennifer Smith,Female,42,71239,-1
10551,Teresa Parker,Female,42,133453,0
10552,David Carter,Female,49,125896,1
10553,Willie Mcdowell,Female,31,30831,0
10554,Ricky Cardenas,Male,42,48192,0
10555,Nathaniel Dixon,Male,44,149973,1
10556,Daniel Green,Male,57,46588,0
10557,Jimmy Keller,Female,41,103938,1
10558,Mike Brown,Female,28,142479,0
10559,Jason Allen,Female,58,36332,1
10560,Ryan Fuller,Male,49,45868,0
10561,Zachary Horn,Female,56,125700,0
10562,Preston Banks,Female,56,146784,0
10563,Tracy Todd,Female,54,38857,1
10564,Erika Hall,Male,51,142574,1
10565,Carolyn Smith,Male,48,135769,1
10566,Angela Young,Female,32,18509,0
10567,Katrina Nguyen,Male,21,110477,0
10568,Taylor Morrow,Female,54,96344,0
10569,Kathy Barnett,Male,28,95237,1
10570,Christina Frazier,Male,47,14663,0
10571,Cathy Aguirre,Male,40,145623,1
10572,David Robertson,Male,39,69098,1
10573,Jessica James,Female,42,97029,1
10574,Jason Schmidt,Female,49,118173,0
10575,Martin Howard,Male,41,144550,1
10576,Gary Davis,Male,22,37106,1
10577,Roger Thompson,Female,51,60240,0
10578,Karl Burton,Female,36,105655,1
10579,Daniel Boyd,Female,36,51582,0
10580,Jillian Mcmillan,Female,42,110853,0
10581,Lisa Bauer,Female,41,42107,0
10582,Cynthia Wilson,Female,40,70949,1
10583,Joseph Bryan,Female,22,30771,1
10584,Amber Watts,Female,38,120534,1
10585,Julie Stevens,Female,59,65388,0
10586,Lisa Taylor,Female,27,93428,0
10587,Andrew Hamilton,Female,34,112934,1
10588,Crystal Hernandez,Female,49,135930,1
10589,Grant Morrow,Male,33,38665,0
10590,Angela Potter,Male,25,32723,1
10591,James Williams,Female,38,83850,1
10592,Gregory Rodriguez,Female,30,99195,0
10593,Shawn Charles,Female,48,79906,0
10594,Kayla Johnson,Female,23,61543,0
10595,Elizabeth Cooke,Male,59,121880,1
10596,Erin Hansen,Female,24,36087,1
10597,Kathleen Wong,Female,39,75166,0
10598,James Woodard,Female,22,48141,0
10599,Patrick Mcdonald,Female,24,72123,1
10600,Alicia Wong,Female,28,91472,0
10601,James Hines,Male,22,33068,1
10602,Taylor Davis,Male,28,63472,0
10603,Stephen Reyes,Male,36,37155,0
10604,Steven Holt,Male,42,30867,1
10605,Charles Coleman,Male,24,87145,0
10606,Anita Burns,Female,32,100773,1
10607,John Ryan,Male,55,148770,0
10608,Tyler Baker,Female,33,126366,1
10609,Jeffrey Farmer MD,Female,43,118705,-1
10610,Victoria Ibarra,Male,30,129114,0
10611,Jordan Walker,Female,20,74606,1
10612,Dominique Wade,Female,33,113721,0
10613,Tracey Lopez,Male,50,42477,0
10614,Tabitha Peterson,Male,51,17327,1
10615,Aaron Smith,Male,58,117134,0
10616,Julie Turner,Female,55,10984,0
10617,Michael Robinson,Female,25,16893,0
10618,Linda Wang,Female,56,55792,1
10619,Richard Parker,Female,24,98826,0
10620,Amanda Campbell,Male,28,119140,1
10621,John Reynolds,Female,46,121747,0
10622,Jimmy Campbell,Female,43,57326,0
10623,Malik Parker,Female,35,125728,1
10624,Michael Tapia,Female,24,38345,0
10625,Kayla Webb,Female,21,62418,0
10626,Matthew Bryan,Male,24,58657,0
10627,Rachel Spencer,Male,47,145336,0
10628,Jonathan Gibson,Female,28,87886,0
10629,Christopher Harmon,Female,39,109224,0
10630,Trevor May,Male,52,49260,1
10631,Stephanie Nelson MD,Male,55,80006,0
10632,Jason Henry,Male,39,133441,1
10633,Colleen Figueroa,Male,31,121303,0
10634,Amy Potts,Female,21,103907,1
10635,Michael Griffin,Female,55,93056,1
10636,Lisa Ryan,Female,26,51007,1
10637,Brandon Powell,Male,52,15276,0
10638,James Olson,Male,41,55822,0
10639,Robert Schultz,Female,56,53375,0
10640,Casey Williamson,Male,53,58375,1
10641,Teresa Novak,Male,56,116145,1
10642,Jeffrey Garcia,Female,23,21247,0
10643,Kristi Lawrence,Male,37,24936,0
10644,Derrick Allen,Female,20,101955,0
10645,David Maxwell,Male,26,89132,1
10646,Jasmin Smith,Male,42,39092,0
10647,Margaret Graham,Male,34,33090,1
10648,Michele Jones,Female,44,68860,0
10649,Kristina Martin,Female,56,100032,1
